Component, GAV, License, URL, Scope, Path
Atlassian Template Renderer API,com.atlassian.templaterenderer:atlassian-template-renderer-api:5.0.4:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/atlassian-template-renderer/atlassian-template-renderer-api/,binary,
Atlassian Template Renderer Velocity 1.6 Plugin,com.atlassian.templaterenderer:atlassian-template-renderer-velocity16-plugin:5.0.4:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/atlassian-template-renderer/atlassian-template-renderer-velocity16-plugin/,binary,
Atlassian Template Renderer Velocity Common lib,com.atlassian.templaterenderer:atlassian-template-renderer-velocity-common:5.0.4:jar,BSD License,https://www.atlassian.com/public-pom/atlassian-template-renderer/atlassian-template-renderer-velocity-common/,binary,
Atlassian Trusted Apps - Seraph Integration,com.atlassian.security.auth.trustedapps:atlassian-trusted-apps-seraph-integration:6.0.0:jar,BSD License,https://www.atlassian.com/public-pom/atlassian-trusted-apps/atlassian-trusted-apps-seraph-integration/,binary,
Atlassian Trusted Apps Core,com.atlassian.security.auth.trustedapps:atlassian-trusted-apps-core:6.0.0:jar,BSD License,https://www.atlassian.com/public-pom/atlassian-trusted-apps/atlassian-trusted-apps-core/,binary,
Atlassian VCache - API,com.atlassian.vcache:atlassian-vcache-api:2.0.0:jar,Apache 2,http://docs.atlassian.com/atlassian-vcache-api/2.0.0/atlassian-vcache-api,binary,
Atlassian VCache - Atlassian Cache Impl,com.atlassian.vcache:atlassian-vcache-internal-legacy:2.0.0:jar,Apache 2,http://docs.atlassian.com/atlassian-vcache-internal-legacy/2.0.0/atlassian-vcache-internal-legacy,binary,
Atlassian VCache - Core Impl,com.atlassian.vcache:atlassian-vcache-internal-core:2.0.0:jar,Apache 2,http://docs.atlassian.com/atlassian-vcache-internal-core/2.0.0/atlassian-vcache-internal-core,binary,
Atlassian VCache - Internal API,com.atlassian.vcache:atlassian-vcache-internal-api:2.0.0:jar,Apache 2,http://docs.atlassian.com/atlassian-vcache-internal-api/2.0.0/atlassian-vcache-internal-api,binary,
Atlassian Velocity,com.atlassian.velocity:atlassian-velocity:1.4:jar,BSD License,http://www.atlassian.com/public-pom/atlassian-velocity/,binary,
Atlassian Webhooks API,com.atlassian.webhooks:atlassian-webhooks-api:7.0.3:jar,Apache License -  Version 2.0,https://www.atlassian.com/public-pom/atlassian-webhooks-parent/atlassian-webhooks-api/,binary,
Atlassian Webhooks Plugin,com.atlassian.webhooks:atlassian-webhooks-plugin:7.0.3:atlassian-plugin,Apache License 2.0,https://www.atlassian.com/public-pom/atlassian-webhooks-parent/atlassian-webhooks-plugin/,binary,
Atlassian Webhooks REST,com.atlassian.webhooks:atlassian-webhooks-rest:7.0.3:jar,Apache License -  Version 2.0,https://www.atlassian.com/public-pom/atlassian-webhooks-parent/atlassian-webhooks-rest/,binary,
Atlassian Webhooks SPI,com.atlassian.webhooks:atlassian-webhooks-spi:7.0.3:jar,Apache License -  Version 2.0,https://www.atlassian.com/public-pom/atlassian-webhooks-parent/atlassian-webhooks-spi/,binary,
atlassian-app-cloud-migration-listener,com.atlassian:atlassian-app-cloud-migration-listener:1.2.1:jar,Apache License -  Version 2.0,https://www.atlassian.com/public-pom/atlassian-app-cloud-migration-listener/,binary,
atlassian-html-encoder,com.atlassian.html:atlassian-html-encoder:1.5:jar,BSD,http://www.atlassian.com/atlassian-public-pom/atlassian-html-encoder/,binary,
atlassian-image-consumer,com.atlassian.image:atlassian-image-consumer:1.0.1:jar,GNU Lesser General Public License 2.1,http://www.gnu.org/licenses/lgpl-2.1.txt,binary,
atlassian-plugins-api,com.atlassian.plugins:atlassian-plugins-api:7.2.2:jar,BSD License,https://docs.atlassian.com/atlassian-plugins-api/7.2.2/atlassian-plugins-api,binary,
Attachment Extractors,com.atlassian.confluence.plugins:confluence-attachment-extractors:18.5.7:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-public-plugins/confluence-attachment-extractors/,binary,
awesome-debounce-promise,2.1.0,MIT License,https://github.com/slorber/awesome-debounce-promise,binary,
AWS Event Stream,software.amazon.eventstream:eventstream:1.0.1:jar,type=Apache License 2.0,https://github.com/aws/aws-sdk-java-v2/blob/master/LICENSE.txt,binary,
AWS Java SDK :: Annotations,software.amazon.awssdk:annotations:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Arns,software.amazon.awssdk:arns:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Auth,software.amazon.awssdk:auth:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: AWS Core,software.amazon.awssdk:aws-core:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: AWS CRT Core,software.amazon.awssdk:crt-core:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Core :: Protocols :: AWS Query Protocol,software.amazon.awssdk:aws-query-protocol:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Core :: Protocols :: AWS Xml Protocol,software.amazon.awssdk:aws-xml-protocol:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Core :: Protocols :: Json Utils,software.amazon.awssdk:json-utils:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Core :: Protocols :: Protocol Core,software.amazon.awssdk:protocol-core:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Endpoints SPI,software.amazon.awssdk:endpoints-spi:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: HTTP Client Interface,software.amazon.awssdk:http-client-spi:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: HTTP Clients :: Apache,software.amazon.awssdk:apache-client:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: HTTP Clients :: Netty Non-Blocking I/O,software.amazon.awssdk:netty-nio-client:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Metrics SPI,software.amazon.awssdk:metrics-spi:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Profiles,software.amazon.awssdk:profiles:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Regions,software.amazon.awssdk:regions:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: SDK Core,software.amazon.awssdk:sdk-core:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Services :: Amazon S3,software.amazon.awssdk:s3:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Services :: AWS STS,software.amazon.awssdk:sts:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Third Party :: Jackson-core,software.amazon.awssdk:third-party-jackson-core:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK :: Utilities,software.amazon.awssdk:utils:2.20.38:jar,type=Apache License 2.0,https://raw.githubusercontent.com/aws/aws-sdk-java-v2/2.20.38/LICENSE.txt,binary,
AWS Java SDK for Amazon S3,com.amazonaws:aws-java-sdk-s3:1.12.641:jar,Apache License 2.0,https://github.com/aws/aws-sdk-java/blob/master/LICENSE.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.amazonaws/aws-java-sdk-s3
AWS Java SDK for AWS KMS,com.amazonaws:aws-java-sdk-kms:1.12.641:jar,Apache License 2.0,https://github.com/aws/aws-sdk-java/blob/master/LICENSE.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.amazonaws/aws-java-sdk-kms
AWS SDK for Java - Core,com.amazonaws:aws-java-sdk-core:1.12.641:jar,Apache License 2.0,https://github.com/aws/aws-sdk-java/blob/master/LICENSE.txt,binary,com.atlassian.analytics:analytics-client-s3:8.3.2/META-INF/maven/com.amazonaws/aws-java-sdk-core
Axiom API,org.apache.ws.commons.axiom:axiom-api:1.2.14:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,com.atlassian.streams:streams-aggregator-plugin:9.1.37/META-INF/maven/org.apache.ws.commons.axiom/axiom-api
Axiom Common Implementation Classes,org.apache.ws.commons.axiom:axiom-common-impl:1.2.14:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,com.atlassian.streams:streams-aggregator-plugin:9.1.37/META-INF/maven/org.apache.ws.commons.axiom/axiom-common-impl
Axiom Impl,org.apache.ws.commons.axiom:axiom-impl:1.2.14:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,com.atlassian.streams:streams-aggregator-plugin:9.1.37/META-INF/maven/org.apache.ws.commons.axiom/axiom-impl
axis,axis:axis:1.2.1:jar,Apache License 2.0,,binary,
axis-jaxrpc,axis:axis-jaxrpc:1.2.1-noqname:jar,Apache License 2.0,,binary,
axis-saaj,axis:axis-saaj:1.2.1:jar,Apache License 2.0,,binary,
backbone,0.9.2,MIT License,http://github.com/documentcloud/backbone/,binary,
Backend-Fx3-Client,com.atlassian:fx3-client:0.3.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
BaseX Core,org.basex:basex:9.2.4:jar,BSD License,http://basex.org/basex,binary,
Basic Macros,com.atlassian.confluence.plugins:confluence-basic-macros:18.5.7:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-public-plugins/confluence-basic-macros-parent/confluence-basic-macros/,binary,
Bean Validation API,javax.validation:validation-api:2.0.1.Final:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,com.atlassian.crowd:embedded-crowd-admin-plugin:5.0.0/META-INF/maven/javax.validation/validation-api
bndlib,biz.aQute.bnd:biz.aQute.bndlib:3.5.0:jar,Apache License 2.0,http://bnd.bndtools.org/,binary,
Botocss core,com.atlassian.botocss:botocss-core:6.3:jar,BSD License,https://bitbucket.org/atlassian/botocss,binary,
Bouncy Castle ASN.1 Extension and Utility APIs (LTS Distribution),org.bouncycastle:bcutil-lts8on:2.73.3:jar,MIT License,https://www.bouncycastle.org/lts-java,binary,
Bouncy Castle JavaMail S/MIME APIs (LTS Distribution),org.bouncycastle:bcmail-lts8on:2.73.3:jar,MIT License,https://www.bouncycastle.org/fips-java,binary,
Bouncy Castle PKIX -  CMS -  EAC -  TSP -  PKCS -  OCSP -  CMP -  and CRMF APIs (LTS Distribution),org.bouncycastle:bcpkix-lts8on:2.73.3:jar,MIT License,https://www.bouncycastle.org/lts-java,binary,
Bouncy Castle Provider (LTS Distribution),org.bouncycastle:bcprov-lts8on:2.73.3:jar,MIT License,https://www.bouncycastle.org/lts-java,binary,
Brave Instrumentation: Apache HttpClient v4.4+,io.zipkin.brave:brave-instrumentation-httpclient:5.13.11:jar,Apache License 2.0,https://github.com/openzipkin/brave,binary,
Brave Instrumentation: Http Adapters,io.zipkin.brave:brave-instrumentation-http:5.13.11:jar,Apache License 2.0,https://github.com/openzipkin/brave,binary,
Brave Instrumentation: Servlet,io.zipkin.brave:brave-instrumentation-servlet:5.13.11:jar,Apache License 2.0,https://github.com/openzipkin/brave,binary,
Brave Spring Factory Beans,io.zipkin.brave:brave-spring-beans:5.13.11:jar,Apache License 2.0,https://github.com/openzipkin/brave/brave-spring-beans,binary,
Brave,io.zipkin.brave:brave:5.13.11:jar,Apache License 2.0,https://github.com/openzipkin/brave,binary,
Bridge method injection annotations,com.infradna.tool:bridge-method-annotation:1.13:jar,MIT License,http://bridge-method-injector.infradna.com/bridge-method-annotation/,binary,
bucket4j-core,com.github.vladimir-bukhtoyarov:bucket4j-core:4.4.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-access,org.bedework:bw-access:4.0.3:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-caldav-server,org.bedework:bw-caldav-server:4.0.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-caldav-util,org.bedework:bw-caldav-util:4.0.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-caching,org.bedework:bw-util-caching:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-calendar,org.bedework:bw-util-calendar:4.0.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-config,org.bedework:bw-util-config:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-http,org.bedework:bw-util-http:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-jmx,org.bedework:bw-util-jmx:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-misc,org.bedework:bw-util-misc:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-servlet,org.bedework:bw-util-servlet:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-timezones,org.bedework:bw-util-timezones:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util-xml,org.bedework:bw-util-xml:4.0.19:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-util2-calendar,org.bedework:bw-util2-calendar:4.0.1:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-webdav,org.bedework:bw-webdav:4.0.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-ws-icalendar,org.bedework:bw-ws-icalendar:4.0.3:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-xml-caldav,org.bedework:bw-xml-caldav:4.0.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-xml-calws-soap,org.bedework:bw-xml-calws-soap:4.0.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-xml-icalendar,org.bedework:bw-xml-icalendar:4.0.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
bw-xml-synchws,org.bedework:bw-xml-synchws:4.0.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Byte Buddy (with dependencies),net.bytebuddy:byte-buddy-dep:1.8.13:jar,Apache License 2.0,https://github.com/raphw/byte-buddy/blob/master/LICENSE,binary,com.atlassian.migration:migration-agent:3.9.5/lib/byte-buddy-1.8.13.jar/META-INF/maven/net.bytebuddy/byte-buddy-dep
Byte Buddy (without dependencies),net.bytebuddy:byte-buddy:1.14.3:jar,Apache License 2.0,https://github.com/raphw/byte-buddy/blob/byte-buddy-1.14.0/LICENSE,binary,
Byte Buddy (without dependencies),net.bytebuddy:byte-buddy:1.8.13:jar,Apache License 2.0,https://github.com/raphw/byte-buddy/blob/master/LICENSE,binary,com.atlassian.migration:migration-agent:3.9.5/lib/byte-buddy-1.8.13.jar/META-INF/maven/net.bytebuddy/byte-buddy
c3p0,com.mchange:c3p0:0.9.5.5:jar,Eclipse Public License 1.0,http://www.eclipse.org/legal/epl-v10.html,binary,
Caffeine cache,com.github.ben-manes.caffeine:caffeine:2.9.3:jar,Apache License -  Version 2.0,https://github.com/ben-manes/caffeine,binary,
cglib,cglib:cglib:3.2.12:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
cglib,cglib:cglib:3.3.0:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.gadgets:atlassian-gadgets-opensocial-plugin:8.1.3/META-INF/lib/guice-4.2.3.jar/META-INF/maven/cglib/cglib
chart-plugin,com.atlassian.confluence.extra.chart:chart-plugin:18.5.2:atlassian-plugin,BSD License,https://ecosystem.atlassian.net/wiki/display/CHRT/chart-plugin,binary,
Checker Qual,org.checkerframework:checker-qual:3.28.0:jar,The MIT License -  The GNU General Public License (GPL),https://github.com/typetools/checker-framework/blob/checker-framework-3.28.0/LICENSE.txt,binary,
Cindy -  a robust -  scalable and efficient asynchronous I/O framework -  supports TCP -  SSL over TCP -  UDP and Pipe.,net.sf.cindy:cindy:2.4.3:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.html,binary,
ClassGraph,io.github.classgraph:classgraph:4.8.165:jar,MIT License,https://github.com/classgraph/classgraph,binary,
ClassMate,com.fasterxml:classmate:1.3.4:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ClassMate,com.fasterxml:classmate:1.4.0:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ClassMate,com.fasterxml:classmate:1.5.1:bundle,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
classnames,2.2.6,The MIT License (MIT),https://github.com/JedWatson/classnames/blob/master/LICENSE,binary,
clustered-entity-management,com.terracotta:clustered-entity-management:0.11.1:jar,Terracotta Public License 1.0,http://maven.apache.org,binary,
com.springsource.net.jcip.annotations,net.jcip:com.springsource.net.jcip.annotations:1.0.0:jar,Creative Commons Attribution License 2.5,,binary,
commonmark-java core,com.atlassian.commonmark:commonmark:0.13.1:jar,BSD 2-Clause License,https://github.com/atlassian/commonmark-java/commonmark,binary,
commonmark-java extension for <ins> (underline),com.atlassian.commonmark:commonmark-ext-ins:0.13.1:jar,BSD 2-Clause License,https://github.com/atlassian/commonmark-java/commonmark-ext-ins,binary,
commonmark-java extension for strikethrough,com.atlassian.commonmark:commonmark-ext-gfm-strikethrough:0.13.1:jar,BSD 2-Clause License,https://github.com/atlassian/commonmark-java/commonmark-ext-gfm-strikethrough,binary,
commonmark-java extension for tables,com.atlassian.commonmark:commonmark-ext-gfm-tables:0.13.1:jar,BSD 2-Clause License,https://github.com/atlassian/commonmark-java/commonmark-ext-gfm-tables,binary,
Commons Digester,commons-digester:commons-digester:1.8.1:jar,Apache License 2.0,/LICENSE.txt,binary,com.atlassian.crowd:embedded-crowd-admin-plugin:5.0.0/META-INF/maven/commons-digester/commons-digester
Commons Digester,commons-digester:commons-digester:2.1:jar,Apache License 2.0,/LICENSE.txt,binary,
Commons Discovery,commons-discovery:commons-discovery:0.5:jar,Apache License 2.0,http://commons.apache.org/discovery/,binary,
Commons Lang,commons-lang:commons-lang:2.4:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.streams:streams-core-plugin:9.1.37/META-INF/maven/commons-lang/commons-lang
Commons Lang,commons-lang:commons-lang:2.5:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,com.atlassian.crowd:embedded-crowd-admin-plugin:5.0.0/META-INF/maven/commons-lang/commons-lang
Commons Lang,commons-lang:commons-lang:2.6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
Commons Pool,commons-pool:commons-pool:1.6:jar,Apache License 2.0,http://commons.apache.org/pool/,binary,
commons-jrcs,commons-jrcs:commons-jrcs:diff-0.1.7:jar,Apache License 2.0,,binary,
config,com.typesafe:config:1.3.4:bundle,Apache License 2.0,https://github.com/typesafehub/config,binary,
Confluence Activity Stream Inline Actions Plugin,com.atlassian.streams:streams-confluence-inline-actions-plugin:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-confluence-inline-actions-plugin,binary,
Confluence Activity Stream Plugin,com.atlassian.streams:streams-confluence-plugin:9.1.37:atlassian-plugin,BSD License,https://confluence.atlassian.com/display/JIRAEXT/Atlassian+Activity+Stream+Plugin/streams-confluence-plugin,binary,
Confluence Attachments Plugin,com.atlassian.confluence.plugins:confluence-attachments-plugin:18.5.7:atlassian-plugin,BSD License,https://ecosystem.atlassian.net/wiki/display/CONFATT/confluence-attachments-plugin,binary,
Confluence Blogging RPC Plugin,com.atlassian.confluence.plugins.xmlrpc.bloggingrpc:bloggingrpc:4.2.0:atlassian-plugin,BSD License,https://studio.plugins.atlassian.com/wiki/display/BLOG/bloggingrpc,binary,
Confluence Business Blueprints - Plugin,com.atlassian.confluence.plugins:confluence-business-blueprints:18.5.7:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-public-plugins/confluence-business-blueprints-parent/confluence-business-blueprints/,binary,
Confluence Copy Space Plugin,com.atlassian.confluence.plugin:confluence-copyspace-plugin:18.5.6:atlassian-plugin,Atlassian Software License Agreement,http://confluence.atlassian.com/display/CONFEXT/Copy+Space+Plugin/confluence-copyspace-plugin,binary,
Confluence Create Content Plugin,com.atlassian.confluence.plugins:confluence-create-content-plugin:18.5.7:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-public-plugins/confluence-create-content-plugin-parent/confluence-create-content-plugin/,binary,
Confluence Custom Favicon Plugin,com.atlassian.favicon:confluence-custom-favicon-plugin:18.5.24:atlassian-plugin,Apache 2,https://www.atlassian.com/closedsource-pom/confluence-ancillary-plugins/custom-favicon-plugin-parent/confluence-custom-favicon-plugin/,binary,
Confluence Email Gateway,com.atlassian.confluence.plugins:confluence-email-gateway:18.5.24:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-ancillary-plugins/confluence-inbound-email-parent/confluence-email-gateway/,binary,
Confluence Email to Page,com.atlassian.confluence.plugins:confluence-email-to-page:18.5.24:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-ancillary-plugins/confluence-inbound-email-parent/confluence-email-to-page/,binary,
Confluence Emoticons Plugin,com.atlassian.confluence.plugins:confluence-emoticons-plugin:18.5.18:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-content-plugins/confluence-emoticons-project/confluence-emoticons-plugin/,binary,
Confluence HTML Macros,com.atlassian.confluence.plugins:confluence-html-macros:18.5.7:atlassian-plugin,The BSD 2-Clause License,https://ecosystem.atlassian.net/browse/HTMLMACROS,binary,
Confluence Inline Comments,com.atlassian.confluence.plugins:confluence-inline-comments:18.5.18:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-content-plugins/confluence-inline-comments-parent/confluence-inline-comments/,binary,
Confluence Jira Plugin,com.atlassian.confluence.plugins:confluence-jira-plugin:18.5.8:atlassian-plugin,Apache License 2.0,https://www.atlassian.com/closedsource-pom/confluence-jira-integration-plugins/confluence-jira-plugin-parent/confluence-jira-plugin/,binary,
Confluence Live Search Macros Plugin,com.atlassian.confluence.plugins:confluence-livesearch-plugin:18.5.7:atlassian-plugin,BSD License,https://www.atlassian.com/public-pom/confluence-public-plugins/confluence-livesearch-plugin-parent/confluence-livesearch-plugin/,binary,
Confluence Reply to Email,com.atlassian.confluence.plugins:confluence-reply-to-email:18.5.24:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-ancillary-plugins/confluence-inbound-email-parent/confluence-reply-to-email/,binary,
Confluence TDM,com.atlassian.confluence.diff:TDM:1.0.2:jar,GNU Lesser General Public License 2.1,https://www.atlassian.com/closedsource-pom/TDM/,binary,
confluence-feature-discovery-plugin,com.atlassian.confluence.plugins:confluence-feature-discovery-plugin:18.5.18:atlassian-plugin,Atlassian Software License Agreement,https://www.atlassian.com/closedsource-pom/confluence-content-plugins/confluence-feature-discovery-plugin-parent/confluence-feature-discovery-plugin/,binary,
connected-react-router,6.8.0,The MIT License (MIT),https://github.com/supasate/connected-react-router/blob/v6.8.0/LICENSE.md,binary,
Content Repository for JavaTM Technology API,javax.jcr:jcr:2.0:jar,Day Specification License,http://www.jcp.org/en/jsr/detail?id=283,binary,
curvesapi,com.github.virtuald:curvesapi:1.06:jar,BSD License,https://github.com/virtuald/curvesapi,binary,com.atlassian.confluence.plugins:analytics:18.5.24/META-INF/lib/curvesapi-1.06.jar/META-INF/maven/com.github.virtuald/curvesapi
curvesapi,com.github.virtuald:curvesapi:1.07:jar,BSD License,https://github.com/virtuald/curvesapi,binary,
Custom Favicon API,com.atlassian.favicon:custom-favicon-api:18.5.24:jar,Apache 2,https://www.atlassian.com/closedsource-pom/confluence-ancillary-plugins/custom-favicon-plugin-parent/custom-favicon-api/,binary,
DaisyDiff Project,org.outerj.daisy:daisydiff:1.1-atlassian-5:jar,Apache License 2.0,http://www.apache.org/licenses/,binary,com.atlassian.confluence.extra.team-calendars:team-calendars:18.5.8/META-INF/maven/org.outerj.daisy/daisydiff
DaisyDiff Project,org.outerj.daisy:daisydiff:1.2.3-atlassian-hosted:jar,Apache License 2.0,https://code.google.com/p/daisydiff/,binary,
Data Mapper for Jackson,org.codehaus.jackson:jackson-mapper-asl:1.9.14-atlassian-6:jar,Apache License 2.0,http://www.apache.org/licenses/LICENSE-2.0.txt,binary,
datejs,1.0-Alpha-1,MIT LIcense,http://www.datejs.com/,binary,
DB Exporter (and Importer),com.atlassian.activeobjects:activeobjects-dbex:4.1.3:jar,Apache 2,https://ecosystem.atlassian.net/browse/AO/activeobjects-dbex,binary,
dom4j,org.dom4j:dom4j:2.1.4:jar,BSD License,https://github.com/dom4j/dom4j/tree/version-2.1.3,binary,
Dragonfly API,com.atlassian.dragonfly:dragonfly-api:1.1:jar,BSD License,https://maven.atlassian.com/public/licenses/license.txt,binary,
Dragonfly Core,com.atlassian.dragonfly:dragonfly-core:1.1:jar,BSD License,https://maven.atlassian.com/public/licenses/license.txt,binary,
Dragonfly SPI,com.atlassian.dragonfly:dragonfly-spi:1.1:jar,BSD License,https://maven.atlassian.com/public/licenses/license.txt,binary,
Dynamic Task List 2 Plugin,com.atlassian.confluence.extra:dynamictasklist2:18.5.18:atlassian-plugin,Apache License 2.0,https://ecosystem.atlassian.net/wiki/display/TASK/dynamictasklist2,binary,
Ehcache SizeOf Engine,org.ehcache:sizeof:0.4.3:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
ehcache,net.sf.ehcache:ehcache:2.11.1-atlassian-1:jar,Apache License 2.0,https://www.apache.org/licenses/LICENSE-2.0.txt,binary,
