[05/Apr/2024:13:27:17 +0300] - http-nio-8090-exec-1 127.0.0.1 GET / HTTP/1.1 302 203ms - - Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] admin http-nio-8090-exec-5 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 6ms 72 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] admin http-nio-8090-exec-2 127.0.0.1 GET /rest/troubleshooting/1.0/check/admin HTTP/1.1 200 19ms 57 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] admin http-nio-8090-exec-6 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 38ms 793 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] - http-nio-8090-exec-1 127.0.0.1 GET /s/03ce4ad776e17c0b6e09d2c2b7e3e5a1-CDN/vv2rty/9012/m4ydwl/9b534f8ff08a20ec742ff9be14af1204/_/download/contextbatch/css/com.atlassian.confluence.extra.team-calendars.resources-batch,-_super,-atl.general,-main,-com.atlassian.confluence.extra.team-calendars.user-calendar/batch.css?build-number=9012&healthcheck-resources=true&hostenabled=true&onboarding-in-progress=true&tc-license-setup=true&user-logged-in=true HTTP/1.1 200 43ms 105398 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] - http-nio-8090-exec-10 127.0.0.1 GET /s/549eba382320eef989ef2fe416804121-CDN/vv2rty/9012/m4ydwl/9b534f8ff08a20ec742ff9be14af1204/_/download/contextbatch/js/com.atlassian.confluence.extra.team-calendars.resources-batch,-_super,-atl.general,-main,-com.atlassian.confluence.extra.team-calendars.user-calendar/batch.js?build-number=9012&healthcheck-resources=true&hostenabled=true&locale=en-US&onboarding-in-progress=true&tc-license-setup=true&user-logged-in=true HTTP/1.1 200 384ms 218010 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] admin http-nio-8090-exec-4 127.0.0.1 POST /rest/analytics/1.0/publish/bulk HTTP/1.1 200 8ms 40 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:50 +0300] - http-nio-8090-exec-8 127.0.0.1 GET /download/resources/com.atlassian.confluence.extra.team-calendars:calendar-resources/img/calendar-favicon.png HTTP/1.1 200 10ms 539 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:51 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /plugins/confanalytics/analytics.action HTTP/1.1 200 382ms 9000 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:51 +0300] - http-nio-8090-exec-6 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/a1435f37246ccc9018064ce41fd2274d/_/download/contextbatch/css/com.addonengine.analytics:analytics,atl.general,space,main,zdu-banner-all,-_super/batch.css?healthcheck-resources=true&hostenabled=true&onboarding-in-progress=true&user-logged-in=true HTTP/1.1 200 117ms 20925 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:51 +0300] - http-nio-8090-exec-1 127.0.0.1 GET /s/60afbf84da9e56dd312a82c58e35032b-CDN/vv2rty/9012/m4ydwl/a1435f37246ccc9018064ce41fd2274d/_/download/contextbatch/js/com.addonengine.analytics:analytics,atl.general,space,main,zdu-banner-all,-_super/batch.js?healthcheck-resources=true&hostenabled=true&locale=en-US&onboarding-in-progress=true&user-logged-in=true HTTP/1.1 200 347ms 610798 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:51 +0300] admin http-nio-8090-exec-10 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 79ms 291 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:51 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /rest/shortcuts/latest/shortcuts/9012/604dd4e3bd6e0740c11006c4c7c31665 HTTP/1.1 200 8ms 1797 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/mywork/latest/status/notification/count HTTP/1.1 200 25ms 72 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /rest/troubleshooting/1.0/check/admin HTTP/1.1 200 22ms 57 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] - http-nio-8090-exec-1 127.0.0.1 GET /s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/2f1dfcf7a49ac8988e703cc87a539a82/_/download/contextbatch/js/browser-metrics-plugin.contrib,-_super,-space/batch.js HTTP/1.1 200 68ms 8226 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-10 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 78ms 556 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/confanalytics/1.0/instance/details HTTP/1.1 200 470ms 98 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-4 127.0.0.1 POST /rest/analytics/1.0/publish/bulk HTTP/1.1 200 8ms 40 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-3 127.0.0.1 GET /rest/calendar-services/1.0/calendar/subcalendars.json?calendarContext=myCalendars&viewingSpaceKey=&_=1712314730131 HTTP/1.1 200 1653ms 58 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-5 127.0.0.1 DELETE /rest/calendar-services/1.0/calendar/preferences/messagekey.json HTTP/1.1 200 1645ms 40 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-9 127.0.0.1 GET /rest/calendar-services/1.0/calendar/preferences.json?_=1712314730130 HTTP/1.1 200 1943ms 111 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-2 127.0.0.1 GET /rest/calendar-services/1.0/timezones/user HTTP/1.1 200 1746ms 771 http://localhost:8090/calendar/mycalendar.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-3 127.0.0.1 GET /rest/confanalytics/1.0/instance/paginated/activityByUser?fromDate=2024-04-04T21%3A00%3A00.000Z&toDate=2024-04-04T21%3A00%3A00.000Z&period=hour&timezone=GMT%2B03%3A00&content=page%2Cblog&spaceType=global&limit=5&sortField=VIEWED_COUNT&sortOrder=DESC HTTP/1.1 200 171ms 63 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /rest/confanalytics/1.0/instance/paginated/activityByUser?fromDate=2024-04-04T21%3A00%3A00.000Z&toDate=2024-04-04T21%3A00%3A00.000Z&type=total&period=hour&spaceType=global&timezone=GMT%2B03%3A00&content=page%2Cblog&limit=5&sortField=CONTRIBUTOR_SCORE&sortOrder=DESC HTTP/1.1 200 170ms 63 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:52 +0300] admin http-nio-8090-exec-1 127.0.0.1 GET /rest/confanalytics/1.0/instance/paginated/activityBySpace?fromDate=2024-04-04T21%3A00%3A00.000Z&toDate=2024-04-04T21%3A00%3A00.000Z&period=hour&spaceType=global&content=page%2Cblog&timezone=GMT%2B03%3A00&limit=5&sortField=VIEWED_COUNT&sortOrder=DESC&type=total HTTP/1.1 200 234ms 246 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:53 +0300] admin http-nio-8090-exec-8 127.0.0.1 GET /rest/confanalytics/1.0/instance/activityByDate?fromDate=2024-04-04T21%3A00%3A00.000Z&toDate=2024-04-04T21%3A00%3A00.000Z&type=total&period=hour&spaceType=global&timezone=GMT%2B03%3A00&content=page%2Cblog HTTP/1.1 200 350ms 185 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:57 +0300] admin http-nio-8090-exec-5 127.0.0.1 POST /rest/wrm/2.0/resources HTTP/1.1 200 43ms 452 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:57 +0300] - http-nio-8090-exec-9 127.0.0.1 GET /s/9037e62deab4c974ce368ed8a51dc81f-CDN/vv2rty/9012/m4ydwl/d39cbbd4c5cdb795899c82956f4db914/_/download/contextbatch/css/create-content,-_super,-atl.general,-com.addonengine.analytics:analytics,-com.atlassian.confluence.plugins.confluence-onboarding:confluence-flow-resources/batch.css?healthcheck-resources=true&hostenabled=true&tc-license-setup=true&user-logged-in=true HTTP/1.1 200 58ms 53694 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:57 +0300] admin http-nio-8090-exec-3 127.0.0.1 POST /rest/analytics/1.0/publish/bulk HTTP/1.1 200 9ms 40 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:57 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/prototype/1/session/check/admin HTTP/1.1 200 281ms 40 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:57 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/16150a3a02c69c306041be8d5f0077d2-CDN/vv2rty/9012/m4ydwl/d39cbbd4c5cdb795899c82956f4db914/_/download/contextbatch/js/create-content,-_super,-atl.general,-com.addonengine.analytics:analytics,-com.atlassian.confluence.plugins.confluence-onboarding:confluence-flow-resources/batch.js?healthcheck-resources=true&hostenabled=true&locale=en-US&tc-license-setup=true&user-logged-in=true HTTP/1.1 200 341ms 60383 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] admin http-nio-8090-exec-10 127.0.0.1 PUT /rest/create-dialog/1.0/storage/quick-create HTTP/1.1 200 461ms 46 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] admin http-nio-8090-exec-4 127.0.0.1 GET /rest/create-dialog/1.0/spaces?promotedSpacesLimit=10&otherSpacesLimit=1000 HTTP/1.1 200 487ms 161 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /rest/create-dialog/1.0/blueprints/web-items?spaceKey=TS HTTP/1.1 200 425ms 3418 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-1 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-blank-page.svg HTTP/1.1 200 14ms 334 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-8 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-blog.svg HTTP/1.1 200 27ms 553 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-7 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-playbook-daci.svg HTTP/1.1 200 15ms 522 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-folder.svg HTTP/1.1 200 20ms 385 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-3 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-decision.svg HTTP/1.1 200 25ms 519 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-5 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.8/_/download/resources/com.atlassian.confluence.extra.team-calendars:space-calendars-icon/calendar3/img/events.svg HTTP/1.1 200 38ms 1460 http://localhost:8090/s/d41d8cd98f00b204e9800998ecf8427e-CDN/vv2rty/9012/m4ydwl/a1435f37246ccc9018064ce41fd2274d/_/download/contextbatch/css/com.addonengine.analytics:analytics,atl.general,space,main,zdu-banner-all,-_super/batch.css?healthcheck-resources=true&hostenabled=true&onboarding-in-progress=true&user-logged-in=true Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-2 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-how-to.svg HTTP/1.1 200 7ms 549 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-10 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-playbook-health-monitor.svg HTTP/1.1 200 20ms 855 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-9 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-playbook-experience-canvas.svg HTTP/1.1 200 33ms 825 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-10 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-playbook-project-poster.svg HTTP/1.1 200 9ms 607 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-3 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-jira.svg HTTP/1.1 200 14ms 874 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-5 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-meeting-notes.svg HTTP/1.1 200 15ms 700 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-4 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-requirements.svg HTTP/1.1 200 10ms 1083 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] admin http-nio-8090-exec-2 127.0.0.1 GET /rest/create-dialog/1.0/spaces/adminCheck?spaceKey=TS HTTP/1.1 200 15ms 46 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-8 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-troubleshoot.svg HTTP/1.1 200 9ms 1186 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-9 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-link.svg HTTP/1.1 200 19ms 860 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-5 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-task-report.svg HTTP/1.1 200 15ms 483 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:58:58 +0300] - http-nio-8090-exec-10 127.0.0.1 GET /s/vv2rty/9012/m4ydwl/18.5.24/_/download/resources/com.atlassian.confluence.plugins.confluence-icons:confluence-icon-resources/assets/icons/confluence-icon-retrospective.svg HTTP/1.1 200 17ms 539 http://localhost:8090/s/98b45bdeb6272f075aded8429c1ca590-CDN/vv2rty/9012/m4ydwl/f54e1e6a7a67c22db9843209075e4af4/_/download/contextbatch/css/_super,-com.atlassian.plugins.atlassian-plugins-webresource-rest:data-collector-perf-observer/batch.css Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:59:05 +0300] admin http-nio-8090-exec-7 127.0.0.1 GET /rest/ia/1.0/spacesmenu?_=1712314731489 HTTP/1.1 200 16ms 272 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:59:07 +0300] admin http-nio-8090-exec-6 127.0.0.1 GET /spacedirectory/view.action?src=spacemenu HTTP/1.1 200 341ms 9803 http://localhost:8090/plugins/confanalytics/analytics.action Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:59:07 +0300] - http-nio-8090-exec-4 127.0.0.1 GET /s/16363bd950d520256b7a17a4773b24e0-CDN/vv2rty/9012/m4ydwl/8.5.7/_/download/batch/com.atlassian.confluence.plugins.confluence-space-directory:space-directory/com.atlassian.confluence.plugins.confluence-space-directory:space-directory.js?locale=en-US HTTP/1.1 200 20ms 2100 http://localhost:8090/spacedirectory/view.action?src=spacemenu Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
[05/Apr/2024:13:59:07 +0300] - http-nio-8090-exec-3 127.0.0.1 GET /s/d1e40d955e0462e7e6d9a8983c2682d0-CDN/vv2rty/9012/m4ydwl/8.5.7/_/download/batch/com.atlassian.confluence.plugins.confluence-space-directory:pagination-resources/com.atlassian.confluence.plugins.confluence-space-directory:pagination-resources.js?locale=en-US HTTP/1.1 200 33ms 1652 http://localhost:8090/spacedirectory/view.action?src=spacemenu Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:124.0) Gecko/20100101 Firefox/124.0
